epiweek,year,hhs,symptom:Fever,symptom:Low-grade fever,symptom:Cough,symptom:Sore throat,symptom:Headache,symptom:Fatigue,symptom:Vomiting,symptom:Diarrhea,symptom:Shortness of breath,symptom:Chest pain,symptom:Dizziness,symptom:Confusion,symptom:Generalized tonic–clonic seizure,symptom:Weakness,ili
1,2020,5,5.82,0.27166666666666667,12.674999999999999,3.5749999999999997,5.55,5.551666666666667,4.536666666666666,5.918333333333333,0.9583333333333334,1.825,2.0733333333333333,0.26833333333333337,0.225,0.4366666666666667,3.35523
1,2020,6,6.8,0.312,15.046000000000001,4.086,6.372,6.188,4.754,5.802,1.074,2.028,2.286,0.28200000000000003,0.274,0.47000000000000003,10.1046
1,2020,7,6.58,0.305,14.11,3.8325,6.0975,6.09,5.1725,6.67,1.045,1.9875,2.2625,0.285,0.27,0.485,4.81526
1,2020,8,5.579999999999999,0.20833333333333334,11.033333333333333,3.42,5.419999999999999,5.346666666666667,4.383333333333333,5.601666666666667,0.9333333333333332,1.6783333333333335,2.0033333333333334,0.25166666666666665,0.22833333333333336,0.41500000000000004,5.83864
1,2020,9,6.6375,0.29000000000000004,13.4125,4.01,5.9975000000000005,5.73,4.6475,5.76,0.995,1.8225,2.3275,0.31,0.2325,0.4425,4.57652
1,2020,10,6.7225,0.28,12.4525,3.6174999999999997,5.890000000000001,5.9975000000000005,4.63,5.955,0.9675,1.8925,2.31,0.2425,0.27749999999999997,0.4275,5.70858
1,2021,1,4.265,0.29,4.401666666666666,1.6433333333333333,5.368333333333333,5.501666666666666,2.7716666666666665,4.44,0.9083333333333333,1.695,1.9366666666666668,0.3016666666666667,0.19000000000000003,0.48,0.867458
1,2021,2,4.8149999999999995,0.375,4.92,1.7349999999999999,5.1899999999999995,5.365,2.7350000000000003,4.24,0.89,1.6949999999999998,1.87,0.31,0.195,0.49,2.21787
1,2021,3,4.7316666666666665,0.3283333333333333,5.091666666666667,1.785,5.580000000000001,5.661666666666666,2.956666666666667,4.4799999999999995,0.9283333333333333,1.8533333333333335,1.9333333333333333,0.3233333333333333,0.21,0.515,1.30551
1,2021,4,5.21875,0.365,6.5325,2.17875,5.97625,5.95,3.46375,4.85875,1.045,2.0375,2.12875,0.3275,0.23500000000000001,0.5575,1.96097
1,2021,5,3.9616666666666664,0.24333333333333332,4.426666666666667,1.6466666666666667,5.255,5.501666666666666,2.8383333333333334,4.42,0.8483333333333333,1.7083333333333333,1.9583333333333333,0.29,0.20666666666666667,0.48500000000000004,0.813175
1,2021,6,5.537999999999999,0.372,6.5680000000000005,2.248,5.845999999999999,5.965999999999999,3.5140000000000002,4.8100000000000005,1.0100000000000002,1.92,2.098,0.324,0.23600000000000004,0.5359999999999999,1.66393
1,2021,7,4.5024999999999995,0.28500000000000003,5.085,1.885,5.785,5.8925,3.2475,4.9075,0.9275,1.9075,2.14,0.31,0.22,0.4925,0.871118
1,2021,8,4.05,0.24666666666666667,4.246666666666666,1.7566666666666666,5.113333333333333,5.346666666666667,3.091666666666667,4.485,0.775,1.61,1.9483333333333333,0.27666666666666667,0.2383333333333333,0.4366666666666667,0.756268
1,2021,9,5.855,0.4,6.3325,2.1925,6.09,6.0625,3.4675,4.95,1.0675,1.8825,2.3449999999999998,0.3225,0.22750000000000004,0.5525,1.72088
1,2021,10,4.255,0.2525,4.3225,1.73,5.615,5.9725,3.065,4.6625,0.8400000000000001,1.755,2.09,0.28500000000000003,0.2275,0.48750000000000004,0.75894
1,2022,1,7.888333333333333,0.6833333333333332,10.408333333333333,3.7116666666666664,5.581666666666667,5.673333333333333,3.6199999999999997,5.2316666666666665,1.02,1.9233333333333331,2.0283333333333333,0.2833333333333334,0.20666666666666667,0.4766666666666666,2.61613
1,2022,2,7.96,0.69,12.329999999999998,4.075,5.395,5.475,3.48,4.98,1.005,1.81,1.855,0.28500000000000003,0.195,0.505,5.48352
1,2022,3,7.881666666666668,0.65,12.296666666666667,4.045,5.871666666666667,5.956666666666667,3.74,5.2700000000000005,1.0616666666666668,1.9783333333333335,2.0033333333333334,0.32,0.20833333333333334,0.5166666666666667,4.14812
1,2022,4,9.0025,0.7725,14.55625,4.7825,6.5525,6.56875,4.3325,5.7425,1.1375,2.20625,2.3075,0.335,0.25,0.57875,5.11145
1,2022,5,7.826666666666667,0.6566666666666666,11.854999999999999,4.1466666666666665,5.575,5.836666666666666,3.865,5.503333333333333,1.0216666666666667,1.8966666666666667,2.03,0.2866666666666667,0.21,0.515,3.16857
1,2022,6,9.592,0.798,14.936000000000002,5.24,6.358,6.4799999999999995,4.566,5.828,1.108,2.074,2.2760000000000002,0.31,0.258,0.5640000000000001,5.59244
1,2022,7,9.0875,0.72,14.2975,4.9375,6.235,6.3475,4.5125,6.245,1.125,2.0425,2.2575,0.31,0.215,0.5375,3.72579
1,2022,8,7.9750000000000005,0.6083333333333333,11.780000000000001,4.373333333333334,5.428333333333334,5.766666666666667,4.17,5.4816666666666665,0.9249999999999999,1.74,2.025,0.28833333333333333,0.21333333333333335,0.45999999999999996,3.57716
1,2022,9,10.7525,0.9175,14.9175,5.7725,6.532500000000001,6.5625,4.4625,5.7675,1.1425,1.9625,2.3925,0.33,0.22999999999999998,0.5875,3.9962
1,2022,10,8.092500000000001,0.6475,10.4975,4.1075,5.890000000000001,6.3,4.0275,5.475,0.9425,1.8575,2.165,0.33,0.27249999999999996,0.49,3.16323
2,2018,1,4.698333333333333,0.20166666666666666,9.461666666666668,2.5783333333333336,4.466666666666666,5.248333333333334,3.5233333333333334,4.8549999999999995,0.7133333333333334,1.43,1.61,0.22166666666666668,0.22,0.40166666666666667,2.86319
2,2018,2,4.67,0.215,9.345,2.635,4.300000000000001,4.9,3.375,4.51,0.69,1.3450000000000002,1.5350000000000001,0.255,0.19,0.405,5.88888
2,2018,3,5.156666666666666,0.22166666666666668,10.228333333333333,2.7016666666666667,4.828333333333333,5.501666666666666,3.811666666666667,4.991666666666666,0.7799999999999999,1.585,1.6733333333333331,0.2783333333333333,0.19666666666666666,0.435,3.76827
2,2018,4,6.715,0.305,14.41375,3.31125,5.32875,6.3149999999999995,4.30125,5.3012500000000005,0.89625,1.80875,1.8275000000000001,0.2775,0.23125,0.47875,6.67238
2,2018,5,5.386666666666667,0.23666666666666666,10.318333333333333,2.8183333333333334,4.62,5.345,3.69,4.953333333333333,0.725,1.4633333333333332,1.5983333333333334,0.27,0.20166666666666666,0.4116666666666666,4.71296
2,2018,6,6.956,0.31,14.713999999999999,3.554,5.18,6.182,3.946,5.029999999999999,0.86,1.688,1.7579999999999998,0.28200000000000003,0.23199999999999998,0.47000000000000003,11.5045
2,2018,7,6.265000000000001,0.27999999999999997,11.7625,3.125,5.07,5.6425,3.9974999999999996,5.4275,0.7725,1.5975000000000001,1.73,0.2725,0.2175,0.445,6.71977
2,2018,8,4.941666666666666,0.18999999999999997,8.995,2.8016666666666663,4.586666666666667,5.171666666666667,3.4916666666666667,4.898333333333333,0.65,1.3550000000000002,1.5833333333333333,0.22833333333333336,0.22666666666666666,0.3566666666666667,2.61857
2,2018,9,6.135,0.2725,12.19,3.265,5.1175,5.51,3.7225,5.032500000000001,0.8425,1.5175,1.85,0.27999999999999997,0.18,0.4475,4.76357
2,2018,10,5.47,0.20750000000000002,9.745000000000001,2.86,4.8225,5.5675,3.9124999999999996,5.3,0.7175,1.445,1.67,0.2425,0.1925,0.45,4.24043
2,2019,1,4.828333333333333,0.20333333333333334,9.200000000000001,2.7550000000000003,4.91,5.364999999999999,4.081666666666666,5.493333333333333,0.8183333333333334,1.5200000000000002,1.7283333333333335,0.2916666666666667,0.21,0.42,3.42535
2,2019,2,4.664999999999999,0.185,8.879999999999999,2.75,4.654999999999999,5.210000000000001,3.7800000000000002,5.05,0.755,1.455,1.64,0.26,0.2,0.425,4.11194
2,2019,3,4.59,0.145,8.916666666666666,2.8049999999999997,5.121666666666667,5.59,4.101666666666667,5.46,0.8250000000000001,1.6900000000000002,1.7516666666666667,0.295,0.19666666666666666,0.45166666666666666,2.71051
2,2019,4,4.5600000000000005,0.16125,9.27375,2.91,5.61875,6.02875,4.43,5.765,0.92375,1.8375,1.935,0.3075,0.23125,0.5125,2.67241
2,2019,5,4.211666666666667,0.14833333333333334,8.103333333333333,2.6183333333333336,4.89,5.375,4.636666666666667,6.123333333333334,0.775,1.5616666666666668,1.7383333333333333,0.27166666666666667,0.21333333333333335,0.445,2.20524
2,2019,6,4.720000000000001,0.16,9.288,2.972,5.529999999999999,5.952,4.434,5.7780000000000005,0.89,1.75,1.9140000000000001,0.298,0.23600000000000004,0.496,4.38424
2,2019,7,5.1175,0.17250000000000001,9.3,2.9875,5.4174999999999995,5.7925,4.5675,6.2725,0.855,1.68,1.8875,0.29,0.2325,0.46,2.54642
2,2019,8,4.553333333333334,0.165,7.896666666666667,2.725,4.8133333333333335,5.295,4.058333333333334,5.513333333333333,0.7733333333333333,1.4749999999999999,1.705,0.27166666666666667,0.21333333333333335,0.395,3.83922
2,2019,9,5.1575,0.18,9.695,3.0525,5.39,5.7625,4.1899999999999995,5.565,0.8825000000000001,1.6325,2.035,0.295,0.2375,0.45499999999999996,3.2638
2,2019,10,4.5649999999999995,0.14750000000000002,7.797499999999999,2.6325000000000003,5.17,5.5775,3.875,5.39,0.7775,1.5675,1.81,0.2175,0.2625,0.4525,1.5756
2,2020,1,5.489999999999999,0.275,10.28,2.8816666666666664,5.3500000000000005,5.781666666666666,3.8550000000000004,5.285,0.88,1.7216666666666667,1.9833333333333334,0.30833333333333335,0.3033333333333333,0.49,3.69926
2,2020,2,5.91,0.315,11.205,3.1100000000000003,5.16,5.695,3.825,5.08,0.865,1.615,1.8900000000000001,0.3,0.28,0.49,6.23056
2,2020,3,5.631666666666667,0.265,10.908333333333333,3.0366666666666666,5.651666666666666,6.015000000000001,3.9166666666666665,5.243333333333333,0.9166666666666666,1.82,1.9799999999999998,0.31,0.27166666666666667,0.5066666666666667,4.40187
2,2020,4,5.6125,0.25125000000000003,11.223749999999999,3.13625,6.105,6.47625,4.025,5.35125,1.01875,2.0275,2.2225,0.3375,0.305,0.54875,5.19994
2,2020,5,5.361666666666667,0.24666666666666667,10.466666666666667,3.013333333333333,5.303333333333334,5.7700000000000005,3.9416666666666664,5.458333333333333,0.9,1.705,1.9799999999999998,0.29833333333333334,0.26333333333333336,0.48166666666666663,2.98361
2,2020,6,6.256,0.27,12.059999999999999,3.336,5.932,6.3100000000000005,4.046,5.284000000000001,0.97,1.936,2.164,0.312,0.312,0.516,8.8427
2,2020,7,6.1425,0.27749999999999997,11.4625,3.2375,5.825,6.055,4.3225,5.9325,0.955,1.855,2.1325,0.305,0.26,0.52,3.57077
2,2020,8,5.4316666666666675,0.235,9.88,3.0966666666666662,5.295,5.618333333333333,3.948333333333333,5.32,0.8466666666666667,1.5716666666666665,1.9633333333333332,0.26166666666666666,0.2916666666666667,0.42166666666666663,5.23596
2,2020,9,6.4,0.28500000000000003,12.305,3.5225,5.87,6.005,4.0424999999999995,5.435,0.97,1.8125,2.245,0.3275,0.28,0.5,3.81505
2,2020,10,5.8774999999999995,0.3025,10.29,3.0725000000000002,5.685,6.0225,4.0649999999999995,5.51,0.905,1.7425,2.075,0.295,0.27,0.48,4.09724
2,2021,1,4.208333333333333,0.29,4.278333333333333,1.5599999999999998,5.375,5.513333333333333,2.768333333333333,4.513333333333333,0.9366666666666666,1.7116666666666667,2.02,0.3333333333333333,0.22999999999999998,0.5383333333333333,0.713565
2,2021,2,4.71,0.345,4.775,1.6549999999999998,5.1850000000000005,5.38,2.71,4.23,0.91,1.705,1.875,0.305,0.2,0.52,1.8753
2,2021,3,4.5616666666666665,0.285,4.8999999999999995,1.6766666666666667,5.566666666666666,5.826666666666667,2.9616666666666664,4.485,0.9783333333333334,1.8883333333333334,1.9799999999999998,0.3333333333333333,0.215,0.54,1.10168
2,2021,4,5.06125,0.33375,6.175,2.07875,5.8462499999999995,6.0475,3.4725,4.89375,1.06375,2.02125,2.125,0.3425,0.23500000000000001,0.5725,1.75279
2,2021,5,3.9250000000000003,0.23500000000000001,4.303333333333334,1.5916666666666668,5.193333333333333,5.544999999999999,2.8533333333333335,4.496666666666667,0.8766666666666666,1.7,1.985,0.2916666666666667,0.21,0.49833333333333335,0.723168
2,2021,6,5.272,0.33799999999999997,6.218,2.202,5.7620000000000005,6.0,3.554,4.882,1.028,1.906,2.104,0.33199999999999996,0.262,0.554,1.33198
2,2021,7,4.4625,0.26,4.8925,1.8475000000000001,6.1,5.905,3.2175000000000002,5.05,0.9325,1.855,2.165,0.3125,0.2425,0.5375,0.855028
2,2021,8,3.9949999999999997,0.22333333333333336,4.075,1.6966666666666665,5.146666666666667,5.418333333333333,3.0033333333333334,4.5200000000000005,0.8016666666666667,1.6116666666666666,1.93,0.265,0.215,0.455,0.739513
2,2021,9,5.61,0.38,5.904999999999999,2.0725,6.077500000000001,6.125,3.4525,4.9775,1.105,1.8375,2.3025,0.3425,0.2275,0.575,1.52194
2,2021,10,4.237500000000001,0.225,4.2175,1.6225,5.525,5.95,3.1625,4.7575,0.875,1.71,2.105,0.3125,0.24250000000000002,0.455,0.805362
2,2022,1,6.335,0.505,8.438333333333334,2.9166666666666665,5.205,5.305,3.3433333333333333,4.903333333333333,0.9783333333333334,1.8266666666666669,2.0383333333333336,0.29833333333333334,0.19999999999999998,0.61,1.73473
2,2022,2,5.8149999999999995,0.42000000000000004,8.780000000000001,2.82,4.970000000000001,5.15,3.17,4.6,0.9199999999999999,1.7349999999999999,1.835,0.28500000000000003,0.2,0.585,3.82476
2,2022,3,6.646666666666667,0.4766666666666666,9.729999999999999,3.22,5.478333333333333,5.691666666666666,3.5050000000000003,4.978333333333333,1.0133333333333334,1.9433333333333334,1.9733333333333334,0.315,0.215,0.63,2.88744
2,2022,4,8.76125,0.72625,12.7875,4.39625,6.171250000000001,6.15875,4.06125,5.40125,1.12875,2.17125,2.24875,0.34,0.2375,0.6725,4.26754
2,2022,5,6.875,0.5316666666666666,9.781666666666666,3.4333333333333336,5.328333333333333,5.573333333333333,3.658333333333333,5.255,0.9933333333333333,1.885,2.0516666666666663,0.2916666666666667,0.21166666666666667,0.5833333333333334,2.45111
2,2022,6,9.928,0.8300000000000001,14.084,5.058,6.174,6.18,4.346,5.586,1.142,2.088,2.216,0.308,0.23400000000000004,0.6619999999999999,5.00773
2,2022,7,9.3,0.7425,12.8375,4.6825,6.1274999999999995,6.0875,4.4325,6.1475,1.1125,2.0725,2.2425,0.31,0.22,0.6475,3.70419
2,2022,8,8.268333333333333,0.6283333333333333,11.178333333333333,4.21,5.416666666666667,5.618333333333333,4.096666666666667,5.3566666666666665,0.935,1.7933333333333332,2.058333333333333,0.27,0.19833333333333333,0.5566666666666666,3.09312
2,2022,9,9.6975,0.78,13.337499999999999,5.077500000000001,6.3025,6.2425,4.092499999999999,5.4575,1.145,1.9125,2.4025,0.3175,0.2,0.65,3.37349
2,2022,10,8.7875,0.6775,10.2675,4.1325,5.985,6.275,4.0825,5.4125,1.0,1.925,2.2525,0.305,0.215,0.5549999999999999,3.0307
3,2018,1,5.398333333333333,0.23500000000000001,10.496666666666668,2.5516666666666663,4.626666666666667,5.516666666666667,3.6300000000000003,4.868333333333333,0.7183333333333334,1.4366666666666665,1.6733333333333331,0.27166666666666667,0.19166666666666665,0.42166666666666663,3.72799
3,2018,2,5.4350000000000005,0.255,10.39,2.615,4.37,5.195,3.4450000000000003,4.52,0.69,1.3849999999999998,1.57,0.265,0.20500000000000002,0.42,6.81892
3,2018,3,5.635000000000001,0.24333333333333332,10.595,2.688333333333333,4.876666666666666,5.631666666666667,3.823333333333333,4.973333333333334,0.7666666666666666,1.5633333333333335,1.6933333333333334,0.2816666666666667,0.20666666666666667,0.45,4.8239
3,2018,4,6.905,0.3075,14.23875,3.18,5.38,6.38375,4.1049999999999995,5.0925,0.8875,1.84125,1.83375,0.2725,0.24,0.4625,8.19479
3,2018,5,5.845,0.255,10.411666666666667,2.7266666666666666,4.64,5.5,3.8249999999999997,5.071666666666666,0.7316666666666666,1.5116666666666667,1.7166666666666668,0.26666666666666666,0.215,0.42166666666666663,5.06626
3,2018,6,7.534000000000001,0.34,14.815999999999999,3.55,5.0920000000000005,6.268,3.996,4.92,0.85,1.7060000000000002,1.7420000000000002,0.256,0.23200000000000004,0.458,11.716
3,2018,7,7.01,0.3075,12.315,3.1325000000000003,5.1025,5.8525,4.06,5.4175,0.8300000000000001,1.65,1.8275000000000001,0.275,0.2275,0.46749999999999997,8.34361
3,2018,8,5.465,0.2333333333333333,9.586666666666668,2.748333333333333,4.585,5.151666666666666,3.4683333333333333,4.763333333333333,0.7133333333333334,1.3766666666666667,1.6383333333333334,0.2383333333333333,0.17166666666666666,0.38666666666666666,2.76782
3,2018,9,5.895,0.2575,10.969999999999999,2.9475,5.005,5.705,3.58,5.025,0.795,1.4975,1.9075,0.29000000000000004,0.2225,0.445,4.12967
3,2018,10,5.702500000000001,0.21250000000000002,9.7275,2.7425,4.9125,5.705,3.615,5.12,0.7375,1.4475,1.8075,0.2625,0.16999999999999998,0.445,3.99037
3,2019,1,5.176666666666667,0.22333333333333336,9.046666666666667,2.7866666666666666,4.7683333333333335,5.201666666666667,3.9283333333333332,5.286666666666666,0.7933333333333333,1.485,1.6616666666666668,0.2966666666666667,0.215,0.4533333333333333,3.55477
3,2019,2,4.835000000000001,0.22,8.605,2.68,4.495,4.9399999999999995,3.485,4.6899999999999995,0.725,1.395,1.6099999999999999,0.26,0.195,0.435,4.70976
3,2019,3,4.64,0.16333333333333333,8.538333333333332,2.73,4.985,5.391666666666667,3.6833333333333336,5.033333333333333,0.835,1.6216666666666668,1.74,0.295,0.225,0.4666666666666666,3.00705
3,2019,4,4.95,0.1825,9.38375,2.9875,5.41875,5.88,3.86,5.18125,0.90875,1.81375,1.935,0.31625,0.2475,0.52125,3.05541
3,2019,5,4.341666666666667,0.155,7.703333333333333,2.5766666666666667,4.7299999999999995,5.151666666666666,3.9416666666666664,5.441666666666666,0.7683333333333334,1.5016666666666667,1.7,0.27166666666666667,0.21166666666666667,0.44166666666666665,2.26915
3,2019,6,4.888,0.174,8.834,2.8899999999999997,5.318,5.75,3.896,5.238,0.852,1.698,1.8820000000000001,0.294,0.246,0.508,5.11485
3,2019,7,5.425,0.205,9.125,2.9074999999999998,5.202500000000001,5.577500000000001,4.3575,5.995,0.86,1.66,1.8525,0.2825,0.23750000000000002,0.4775,3.18698
3,2019,8,4.848333333333334,0.20166666666666666,8.098333333333334,2.7716666666666665,4.788333333333333,5.086666666666667,3.67,5.1433333333333335,0.7383333333333333,1.4166666666666667,1.705,0.26166666666666666,0.20166666666666666,0.39999999999999997,3.68283
3,2019,9,5.1825,0.19,8.825,2.8775,5.29,5.475,3.6999999999999997,5.08,0.8475,1.6125,1.9725000000000001,0.3025,0.23249999999999998,0.47,2.93974
3,2019,10,5.0725,0.21000000000000002,7.88,2.66,5.085,5.555,3.615,5.1850000000000005,0.7949999999999999,1.5274999999999999,1.845,0.3225,0.2,0.47250000000000003,1.77233
3,2020,1,6.178333333333334,0.32166666666666666,10.241666666666667,2.9299999999999997,5.245,5.805,3.92,5.286666666666666,0.8766666666666666,1.6416666666666666,2.0233333333333334,0.27999999999999997,0.27166666666666667,0.49666666666666665,4.48822
3,2020,2,6.135,0.315,10.405000000000001,2.955,5.035,5.574999999999999,3.83,5.055,0.83,1.545,1.8900000000000001,0.29000000000000004,0.25,0.495,6.82373
3,2020,3,5.895,0.2733333333333334,9.898333333333333,2.9116666666666666,5.511666666666667,6.096666666666667,3.9166666666666665,5.258333333333334,0.9216666666666665,1.7733333333333334,2.0633333333333335,0.3216666666666667,0.24833333333333332,0.5283333333333333,4.61257
3,2020,4,6.16375,0.2675,10.213750000000001,3.01375,6.06375,6.54625,4.0525,5.3925,1.01625,1.97875,2.2575,0.33625,0.29625,0.5775,5.42206
3,2020,5,5.7316666666666665,0.26333333333333336,9.346666666666666,2.8800000000000003,5.241666666666666,5.765000000000001,3.9150000000000005,5.408333333333334,0.8766666666666666,1.6866666666666665,1.9783333333333333,0.2933333333333333,0.26166666666666666,0.5033333333333333,3.08637
3,2020,6,6.362,0.28200000000000003,10.864,3.1879999999999997,5.916,6.392,4.1,5.322,0.976,1.8679999999999999,2.178,0.316,0.3,0.554,9.68527
3,2020,7,6.45,0.2925,10.4025,3.08,5.6274999999999995,6.045,4.23,5.7725,0.9125,1.8025,2.1225,0.305,0.295,0.515,5.2512
3,2020,8,5.978333333333333,0.26166666666666666,9.951666666666666,3.078333333333333,5.198333333333333,5.63,3.918333333333333,5.233333333333333,0.8466666666666667,1.5516666666666667,1.9166666666666667,0.25166666666666665,0.25333333333333335,0.45999999999999996,5.60527
3,2020,9,6.835,0.3075,11.4825,3.365,5.765000000000001,6.07,4.1625,5.4975,0.9650000000000001,1.77,2.295,0.30500000000000005,0.2875,0.5525,4.10778
3,2020,10,5.865,0.215,9.2725,2.9525,5.532500000000001,6.0225,4.0225,5.405,0.8475,1.7325,2.135,0.3375,0.24,0.515,3.58253
3,2021,1,4.1499999999999995,0.25166666666666665,4.185,1.5816666666666668,5.248333333333333,5.435,2.78,4.453333333333333,0.9216666666666667,1.755,2.0116666666666667,0.30833333333333335,0.22666666666666666,0.505,0.621262
3,2021,2,4.47,0.31,4.615,1.63,5.095000000000001,5.245,2.7,4.23,0.895,1.66,1.88,0.305,0.20500000000000002,0.495,2.12752
3,2021,3,4.413333333333333,0.26333333333333336,4.71,1.665,5.419999999999999,5.739999999999999,2.975,4.433333333333334,0.9516666666666667,1.865,1.97,0.3433333333333333,0.23833333333333337,0.5166666666666667,1.04704
3,2021,4,5.05625,0.31875,6.0925,2.1525,5.95125,6.1375,3.58875,5.0287500000000005,1.07875,2.08625,2.205,0.37124999999999997,0.245,0.58875,1.60113
3,2021,5,3.895,0.22,4.2299999999999995,1.625,5.145,5.468333333333334,2.85,4.468333333333334,0.8649999999999999,1.7216666666666667,1.9966666666666668,0.31,0.215,0.49333333333333335,0.645246
3,2021,6,5.214,0.32599999999999996,6.106,2.1979999999999995,5.866,6.122,3.662,5.034,1.046,2.012,2.2199999999999998,0.348,0.248,0.58,1.61094
3,2021,7,4.5325,0.25,4.91,1.9275,5.7525,5.905,3.3375,5.07,0.9375,1.915,2.2249999999999996,0.3225,0.25,0.535,0.814733
3,2021,8,3.981666666666667,0.19833333333333333,4.176666666666667,1.71,5.155,5.516666666666667,3.135,4.681666666666667,0.84,1.6516666666666666,2.025,0.3133333333333333,0.22833333333333336,0.47833333333333333,0.843511
3,2021,9,5.2475,0.335,5.4925,1.9775,5.855,6.0575,3.4475,5.015000000000001,1.065,1.885,2.275,0.36,0.235,0.54,1.26414
